source;source_id;timestamp;price;total area;dorms;toilets;parking;address;lat;lng
lopes;REO451141;"2023-10-23 11:28:58.954434";22000000;2772;;11.0;14.0;Rua Rubens Meireles - Barra Funda - São Paulo/SP;-23.5182905;-46.6655251
lopes;REO142581;"2023-10-23 11:29:10.635493";19000000;3543;;;49.0;Avenida Nova Cantareira - Tucuruvi - São Paulo/SP;-23.4756986;-46.612347
lopes;REO644126;"2023-10-23 11:29:22.820561";22000000;1474;;8.0;;Praça Floriano Peixoto - Santo Amaro - São Paulo/SP;-23.6513462;-46.7073953
lopes;REO399022;"2023-10-23 11:29:36.656513";16000000;1608;;4.0;32.0;Rua Padre José De Anchieta - Alto Da Boa Vista - São Paulo/SP;-23.650042;-46.7017383
lopes;REO104154;"2023-10-23 11:29:52.122127";17000000;551;4.0;6.0;6.0;Rua Henrique Martins - Jardim Paulista - São Paulo/SP;-23.5831961;-46.666563
lopes;REO31293;"2023-10-23 11:30:05.057288";34000000;2630;;;;Rua Bela Cintra - Bela Vista - São Paulo/SP;-23.552052;-46.6548731
lopes;REO477588;"2023-10-23 11:30:18.108522";17190000;1100;;6.0;;Alameda Jaú - Jardim América - São Paulo/SP;-23.5633097;-46.6581995
lopes;REO106525;"2023-10-23 11:30:30.506887";30000000;2422;;;30.0;Rua São Vicente De Paulo - Higienópolis - São Paulo/SP;-23.5405826;-46.657087
lopes;REO535173;"2023-10-23 11:30:43.954508";19000000;882;;25.0;;Rua Domingos De Morais - Vila Mariana - São Paulo/SP;-23.5918627;-46.6363128
lopes;REO376338;"2023-10-23 11:30:57.971826";28000000;3400;5.0;4.0;3.0;Rua Granja Julieta - Granja Julieta - São Paulo/SP;-23.6413715;-46.7010811
lopes;REO649663;"2023-10-23 11:31:11.310010";18500000;836;;10.0;10.0;Avenida Rubem Berta - Moema - São Paulo/SP;-23.600044;-46.6511009
lopes;REO530736;"2023-10-23 11:31:23.544333";67500000;260;;3.0;2.0;Avenida Celso Garcia - Tatuapé - São Paulo/SP;-23.5357642;-46.5709968
lopes;REO496341;"2023-10-23 11:31:36.859958";21000000;3300;;25.0;90.0;Avenida Engenheiro Caetano Álvares - Casa Verde - São Paulo/SP;-23.4885179;-46.6497442
lopes;REO327506;"2023-10-23 11:31:53.388225";17500000;2500;;;;Rua Carandaí - Casa Verde - São Paulo/SP;-23.5079288;-46.6577776
lopes;REO581130;"2023-10-23 11:32:06.530906";48760000;7978;;10.0;120.0;Avenida Doutor Altino Arantes - Vila Clementino - São Paulo/SP;-23.6027345;-46.6421033
lopes;REO66293;"2023-10-23 11:32:19.703903";17990000;1137;;;30.0;Rua Verbo Divino - Chácara Santo Antônio - São Paulo/SP;-23.6335854;-46.7050928
lopes;REO66293;"2023-10-23 11:32:45.997032";17990000;1137;;;30.0;Rua Verbo Divino - Chácara Santo Antônio - São Paulo/SP;-23.6335854;-46.7050928
lopes;REO72731;"2023-10-23 11:32:58.670747";17990000;1137;;;30.0;Rua Verbo Divino - Chácara Santo Antônio - São Paulo/SP;-23.6335854;-46.7050928
lopes;REO19516;"2023-10-23 11:33:10.793675";17990000;1137;;;30.0;Rua Verbo Divino - Chácara Santo Antônio - São Paulo/SP;-23.6335854;-46.7050928
lopes;REO496622;"2023-10-23 11:33:22.891086";23220000;543;;;16.0;Avenida Brigadeiro Faria Lima - Jardim Europa - São Paulo/SP;-23.5773416;-46.6869569
lopes;REO102287;"2023-10-23 11:33:34.741745";17990000;1137;;;30.0;Rua Verbo Divino - Chácara Santo Antônio - São Paulo/SP;-23.6335854;-46.7050928
lopes;REO62037;"2023-10-23 11:33:46.879565";17990000;1137;;;30.0;Rua Verbo Divino - Chácara Santo Antônio - São Paulo/SP;-23.6335854;-46.7050928
lopes;REO571737;"2023-10-23 11:33:59.105445";15000000;271;;6.0;5.0;Avenida Washington Luís - Jardim Marajoara - São Paulo/SP;-23.6512018;-46.6855261
lopes;REO821034;"2023-10-23 11:34:11.449028";40000000;185;;2.0;2.0;Avenida Washington Luís - Santo Amaro - São Paulo/SP;-23.6513992;-46.6864247
lopes;REO821039;"2023-10-23 11:34:24.223577";40000000;4900;;10.0;30.0;Avenida Washington Luís - Santo Amaro - São Paulo/SP;-23.6513992;-46.6864247
lopes;REO821029;"2023-10-23 11:34:37.237509";40000000;238;;2.0;2.0;Avenida Washington Luís - Santo Amaro - São Paulo/SP;-23.6513992;-46.6864247
lopes;REO568721;"2023-10-23 11:34:49.409787";22000000;1327;;12.0;25.0;Avenida José Maria Whitaker - Planalto Paulista - São Paulo/SP;-23.6128326;-46.6444503
lopes;REO327505;"2023-10-23 11:35:00.922991";17500000;2500;;;;Rua Carandaí - Casa Verde - São Paulo/SP;-23.5079288;-46.6577776
lopes;REO327508;"2023-10-23 11:35:13.371476";17500000;2500;;;;Rua Carandaí - Casa Verde - São Paulo/SP;-23.5079288;-46.6577776
lopes;REO327510;"2023-10-23 11:35:25.409015";17500000;2500;;;;Rua Carandaí - Casa Verde - São Paulo/SP;-23.5079288;-46.6577776
lopes;REO327511;"2023-10-23 11:35:37.624663";17500000;2500;;;;Rua Carandaí - Casa Verde - São Paulo/SP;-23.5079288;-46.6577776
lopes;REO327509;"2023-10-23 11:35:50.137810";17500000;2500;;;;Rua Carandaí - Casa Verde - São Paulo/SP;-23.5079288;-46.6577776
lopes;REO327507;"2023-10-23 11:36:02.081990";17500000;2500;;;;Rua Carandaí - Casa Verde - São Paulo/SP;-23.5079288;-46.6577776
lopes;REO327504;"2023-10-23 11:36:15.735750";17500000;2500;;;;Rua Carandaí - Casa Verde - São Paulo/SP;-23.5079288;-46.6577776
lopes;REO577827;"2023-10-23 11:36:33.228909";35000000;11569;;;;Via Anhangüera - Pirituba - São Paulo/SP;-21.8140101;-47.4979859
lopes;REO406204;"2023-10-23 11:36:45.629771";35000000;5708;;10.0;150.0;Avenida Nossa Senhora Do Sabará - Jardim Marajoara - São Paulo/SP;-23.679293;-46.6847117
lopes;REO341883;"2023-10-23 11:36:57.861282";18000000;2848;;8.0;12.0;Estrada Turística Do Jaraguá - Jaraguá - São Paulo/SP;-23.469316;-46.7542667
lopes;REO69508;"2023-10-23 11:37:10.629044";18825000;753;3.0;5.0;3.0;Rua Armando Petrella - Real Parque - São Paulo/SP;-23.6015511;-46.6997539
lopes;REO90605;"2023-10-23 11:37:25.559963";24000000;540;4.0;6.0;6.0;Rua Brás Cardoso - Vila Nova Conceição - São Paulo/SP;-23.5932214;-46.6690985
lopes;REO610497;"2023-10-23 11:37:54.149726";15500000;625;;;15.0;Avenida Paulista - Bela Vista - São Paulo/SP;-23.5657393;-46.6512379
lopes;REO597978;"2023-10-23 11:38:07.814885";15000000;413;;;;Rua João Cachoeira - Vila Nova Conceição - São Paulo/SP;-23.5894776;-46.6762996
lopes;REO35254;"2023-10-23 11:38:20.428668";20000000;2927;;;50.0;Alameda Barão De Limeira - Barra Funda - São Paulo/SP;-23.531899;-46.6496888
lopes;REO649656;"2023-10-23 11:38:33.849880";44000000;2079;;10.0;10.0;Avenida Rubem Berta - Moema - São Paulo/SP;-23.600044;-46.6511009
lopes;REO186426;"2023-10-23 11:38:50.614386";19000000;1500;;;;Avenida Otaviano Alves De Lima - Freguesia Do Ó - São Paulo/SP;-23.507249;-46.699413
lopes;REO380694;"2023-10-23 11:39:02.522281";65000000;4400;;30.0;;Rua Martins Fontes - Centro - São Paulo/SP;-23.5492334;-46.6442819
lopes;REO82385;"2023-10-23 11:39:14.578051";40000000;3000;;;;Avenida Jabaquara - Planalto Paulista - São Paulo/SP;-23.6281903;-46.6441867
lopes;REO564693;"2023-10-23 11:39:27.148934";19500000;4951;;13.0;15.0;Rua Guacari - Penha - São Paulo/SP;-23.518517;-46.54579
lopes;REO548011;"2023-10-23 11:39:38.568474";21300000;5250;;10.0;20.0;Avenida Otaviano Alves De Lima - Casa Verde - São Paulo/SP;-23.5152999;-46.6585136
lopes;REO72175;"2023-10-23 11:39:52.059607";17000000;2125;4.0;2.0;;Rua Filipe Camarão - Tatuapé - São Paulo/SP;-23.5378855;-46.579269
lopes;REO509372;"2023-10-23 11:40:05.018125";25000000;15000;;;;Avenida Doutor Francisco Mesquita - Vila Prudente - São Paulo/SP;-23.5877271;-46.5898437
lopes;REO38432;"2023-10-23 11:40:16.902326";17990000;1137;;;30.0;Rua Verbo Divino - Chácara Santo Antônio - São Paulo/SP;-23.6335854;-46.7050928
lopes;REO555675;"2023-10-23 11:40:34.360707";15000000;1050;;4.0;4.0;Rua Doze De Setembro - Vila Guilherme - São Paulo/SP;-23.5149457;-46.6089093
lopes;REO532588;"2023-10-23 11:40:47.359529";53456000;13364;;;;Avenida Morvan Dias De Figueiredo - Vila Guilherme - São Paulo/SP;-23.5225187;-46.609986
lopes;REO757849;"2023-10-23 11:41:01.676676";27800000;405;4.0;5.0;5.0;Rua Seridó - Jardim Europa - São Paulo/SP;-23.5829305;-46.6898405
lopes;REO778772;"2023-10-23 11:41:14.628239";15650000;288;3.0;6.0;4.0;Rua Pedroso Alvarenga - Itaim Bibi - São Paulo/SP;-23.5817588;-46.6782307
lopes;REO604454;"2023-10-23 11:41:27.700127";25000000;16965;;;;Rodovia Rodovia Raposo Tavares - Butantã - São Paulo/SP;-23.5757292;-46.7177973
lopes;REO767192;"2023-10-23 11:41:40.243863";20000000;487;4.0;6.0;5.0;Avenida Lavandisca - Moema - São Paulo/SP;-23.6015867;-46.6657615
lopes;REO749286;"2023-10-23 11:41:52.206640";50000000;772;3.0;6.0;3.0;Rua Oscar Freire - Jardim América - São Paulo/SP;-23.5662168;-46.6654575
lopes;REO742133;"2023-10-23 11:42:05.515673";20000000;500;4.0;5.0;7.0;Rua Leopoldo Couto De Magalhães Júnior - Itaim Bibi - São Paulo/SP;-23.5882415;-46.680574
lopes;REO81902;"2023-10-23 11:42:18.845215";19000000;455;4.0;6.0;5.0;Rua Maranhão - Higienópolis - São Paulo/SP;-23.5442501;-46.6576309
lopes;REO615137;"2023-10-23 11:42:30.374667";15000000;11000;;;;Rua Fructuoso Viana - Horto - São Paulo/SP;-23.4495186;-46.6299854
lopes;REO365927;"2023-10-23 11:42:42.523889";18000000;942;;4.0;18.0;Avenida Dos Bandeirantes - Vila Olímpia - São Paulo/SP;-23.5996604;-46.6846734
lopes;REO393204;"2023-10-23 11:43:07.055263";32000000;2560;;48.0;61.0;Rua Júlio Diniz - Vila Nova Conceição - São Paulo/SP;-23.5985808;-46.684498
lopes;REO657683;"2023-10-23 11:43:19.504652";40000000;1079;;;35.0;Rua Bento De Andrade - Jardim Paulista - São Paulo/SP;-23.5834366;-46.6669817
lopes;REO119629;"2023-10-23 11:43:32.788347";17000000;584;;;;Avenida São Gualter - Alto De Pinheiros - São Paulo/SP;-23.5457273;-46.7107964
lopes;REO89492;"2023-10-23 11:43:45.986035";16000000;400;4.0;4.0;3.0;Rua Juquiá - Jardim Europa - São Paulo/SP;-23.5702909;-46.6815367
lopes;REO692147;"2023-10-23 11:43:58.435926";17000000;600;4.0;6.0;8.0;Alameda Itu - Jardim Paulista - São Paulo/SP;-23.5634152;-46.6600198
lopes;REO565469;"2023-10-23 11:44:10.225993";15950000;471;4.0;4.0;6.0;Rua Pamplona - Jardim Paulista - São Paulo/SP;-23.5663832;-46.656369
lopes;REO84288;"2023-10-23 11:44:22.109036";44640000;1753;;22.0;22.0;Rua Pandiá Calógeras - Liberdade - São Paulo/SP;-23.564259;-46.6333862
lopes;REO505408;"2023-10-23 11:47:49.433838";15000000;335;4.0;5.0;4.0;Rua Leopoldo Couto De Magalhães Júnior - Itaim Bibi - São Paulo/SP;-23.5882415;-46.680574
lopes;REO800044;"2023-10-23 11:48:03.649585";16000000;410;4.0;6.0;5.0;Rua Hermano Ribeiro Da Silva - Vila Mariana - São Paulo/SP;-23.5810151;-46.6523026
lopes;REO750800;"2023-10-23 11:48:16.802862";20000000;470;4.0;5.0;3.0;Rua Angelina Maffei Vita - Jardim Europa - São Paulo/SP;-23.5791309;-46.6899488
lopes;REO711282;"2023-10-23 11:48:28.527388";24500000;3292;;28.0;30.0;Rua Josef Kryss - Barra Funda - São Paulo/SP;-23.5177462;-46.6760128
lopes;REO39931;"2023-10-23 11:48:41.296217";21000000;900;4.0;9.0;10.0;Rua Argentina - Jardim América - São Paulo/SP;-23.571526;-46.668903
lopes;REO259052;"2023-10-23 11:48:53.507579";18000000;1900;;;;Rua Clímaco Barbosa - Cambuci - São Paulo/SP;-23.5647823;-46.6166221
lopes;REO609526;"2023-10-23 11:49:06.418966";20000000;3522;;;;Rua Domingos De Morais - Vila Mariana - São Paulo/SP;-23.5918627;-46.6363128
lopes;REO653753;"2023-10-23 11:49:19.267199";20000000;800;4.0;9.0;5.0;Alameda Casa Branca - Jardim América - São Paulo/SP;-23.5701178;-46.6641733
lopes;REO101215;"2023-10-23 11:49:31.349177";17000000;350;;4.0;4.0;Alameda Gabriel Monteiro Da Silva - Jardim América - São Paulo/SP;-23.5667967;-46.6777305
lopes;REO554445;"2023-10-23 11:49:43.606302";34990000;7796;;20.0;142.0;Avenida Das Nações Unidas - Santo Amaro - São Paulo/SP;-23.6372962;-46.7204988
lopes;REO136549;"2023-10-23 14:11:15.899061";15000000;3200;;5.0;40.0;Rua São Bernardino - Anhanguera - São Paulo/SP;-23.5110164;-46.729262
lopes;REO38158;"2023-10-23 14:11:30.082516";15000000;3500;;20.0;50.0;Rua Gustavo Da Silveira - Vila Santa Catarina - São Paulo/SP;-23.6521844;-46.6572691
lopes;REO456516;"2023-10-23 14:11:42.629657";30000000;3547;;8.0;;Rua Conde Do Pinhal - Centro - São Paulo/SP;-23.5530661;-46.6336496
lopes;REO354530;"2023-10-23 14:11:54.694059";15000000;1165;;;100.0;Avenida Giovanni Gronchi - Morumbi - São Paulo/SP;-23.5988287;-46.7207073
lopes;REO660610;"2023-10-23 14:12:07.595140";38000000;3614;;50.0;106.0;Avenida Da Liberdade - Liberdade - São Paulo/SP;-23.5577168;-46.6366963
lopes;REO701334;"2023-10-23 14:12:29.187254";15500000;504;4.0;6.0;4.0;Rua Cojuba - Itaim Bibi - São Paulo/SP;-23.5868405;-46.6845947
lopes;REO719070;"2023-10-23 14:12:57.828051";25900000;1057;4.0;6.0;5.0;Rua Das Jabuticabeiras - Cidade Jardim - São Paulo/SP;-23.5924409;-46.7014733
lopes;REO254376;"2023-10-23 14:13:09.335464";25000000;8730;;16.0;12.0;Rua Doutor Virgílio Do Nascimento - Brás - São Paulo/SP;-23.5300388;-46.6135745
lopes;REO565212;"2023-10-23 14:13:22.021445";17000000;400;;;;Rua Chilon - Vila Olímpia - São Paulo/SP;-23.5938102;-46.6807182
lopes;REO539580;"2023-10-23 14:13:35.400671";17000000;425;;;;Rua Chilon - Vila Olímpia - São Paulo/SP;-23.5938102;-46.6807182
lopes;REO661871;"2023-10-23 14:13:47.838241";25596360;2844;;8.0;28.0;Avenida Maria Coelho Aguiar 215 - Campo Limpo - São Paulo/SP;-23.6485505;-46.732346
lopes;REO86967;"2023-10-23 14:13:59.560366";39448000;4931;;;;Rua Doutor Oscar Monteiro De Barros - Morumbi - São Paulo/SP;-23.6187303;-46.7357444
lopes;REO197016;"2023-10-23 14:14:11.806094";15000000;3676;;6.0;;Rua Gustavo Da Silveira - Vila Santa Catarina - São Paulo/SP;-23.6521844;-46.6572691
lopes;REO350051;"2023-10-23 14:14:28.605162";17500000;387;4.0;5.0;8.0;Rua Noruega - Jardim Europa - São Paulo/SP;-23.5780211;-46.6769897
lopes;REO695980;"2023-10-23 14:14:41.964659";16000000;1600;;23.0;12.0;Rua Cônego Eugênio Leite - Pinheiros - São Paulo/SP;-23.5651424;-46.679746
lopes;REO299212;"2023-10-23 14:14:55.844255";15000000;484;4.0;6.0;6.0;Rua Teixeira Pinto - Vila Nova Conceição - São Paulo/SP;-23.583268;-46.6644907
lopes;REO682587;"2023-10-23 14:15:11.449027";18500000;813;4.0;2.0;6.0;Avenida Das Nações Unidas - Alto De Pinheiros - São Paulo/SP;-23.5514188;-46.7211741
lopes;REO627503;"2023-10-23 14:15:24.986259";25593500;2844;;24.0;28.0;Avenida Maria Coelho Aguiar - Campo Limpo - São Paulo/SP;-23.6508838;-46.7336464
lopes;REO627508;"2023-10-23 14:15:38.858362";25598000;2844;;24.0;28.0;Avenida Maria Coelho Aguiar - Campo Limpo - São Paulo/SP;-23.6508838;-46.7336464
lopes;REO627502;"2023-10-23 14:15:53.258695";25596360;2844;;24.0;28.0;Avenida Maria Coelho Aguiar - Campo Limpo - São Paulo/SP;-23.6508838;-46.7336464
lopes;REO604697;"2023-10-23 14:16:07.783176";25596360;2844;;24.0;28.0;Avenida Maria Coelho Aguiar - Campo Limpo - São Paulo/SP;-23.6508838;-46.7336464
lopes;REO159937;"2023-10-23 14:16:21.234051";200000000;72000;;1.0;1.0;Avenida Jaguaré - Jaguaré - São Paulo/SP;-23.5515605;-46.7408069
lopes;REO22872;"2023-10-23 14:16:35.152757";55000000;2000;;70.0;64.0;Avenida Sargento Lourival Alves De Souza - Jardim Marajoara - São Paulo/SP;-23.6618573;-46.6891949
lopes;REO134259;"2023-10-23 14:16:49.997390";28000000;2890;;;;Rua Coronel Xavier De Toledo - Centro - São Paulo/SP;-23.5462044;-46.6389876
lopes;REO536738;"2023-10-23 14:17:02.550912";18000000;2000;;20.0;20.0;Rua Silva Bueno - Ipiranga - São Paulo/SP;-23.5902461;-46.6014231
lopes;REO178902;"2023-10-23 14:17:14.323270";17000000;5350;;;;Rua Antonieta Leitão - Freguesia Do Ó - São Paulo/SP;-23.5025203;-46.6964575
lopes;REO18412;"2023-10-23 14:17:27.561869";20000000;2927;;;50.0;Alameda Barão De Limeira - Barra Funda - São Paulo/SP;-23.531899;-46.6496888
lopes;REO374540;"2023-10-23 14:17:44.340966";59900000;3296;;6.0;60.0;Rua Fernando De Albuquerque - Bela Vista - São Paulo/SP;-23.560576;-46.6537039
lopes;REO614388;"2023-10-23 14:17:57.360128";35100000;2674;;60.0;12.0;Rua Da Consolação - Bela Vista - São Paulo/SP;-23.5493292;-46.6526864
lopes;REO171963;"2023-10-23 14:18:28.359933";16000000;2000;;8.0;30.0;Rua Inhaúma - Barra Funda - São Paulo/SP;-23.5191125;-46.6620711
lopes;REO508941;"2023-10-23 14:18:40.835362";16000000;903;;;;Avenida Engenheiro Luiz Carlos Berrini - Brooklin - São Paulo/SP;-23.604648;-46.6927587
lopes;REO151903;"2023-10-23 14:18:55.162988";15200000;640;4.0;6.0;4.0;Rua Pacheco Miranda - Jardim Paulista - São Paulo/SP;-23.5848568;-46.6673392
lopes;REO495819;"2023-10-23 14:19:08.494729";21000000;3300;;25.0;90.0;Rua Victório Primon - Limão - São Paulo/SP;-23.508507;-46.6715577
lopes;REO186696;"2023-10-23 14:19:23.774702";17000000;1800;;;;Rua Conselheiro Ribas - Lapa - São Paulo/SP;-23.5149144;-46.7206348
lopes;REO126894;"2023-10-23 14:19:35.940052";30000000;3000;;;;Avenida João Dias - Santo Amaro - São Paulo/SP;-23.6453226;-46.7135007
lopes;REO821456;"2023-10-23 14:19:49.963205";15500000;360;4.0;5.0;4.0;Rua Afonso Braz - Vila Nova Conceição - São Paulo/SP;-23.595506;-46.6684607
lopes;REO837146;"2023-10-23 14:20:02.814106";38600000;800;4.0;6.0;4.0;Rua Escobar Ortiz - Vila Nova Conceição - São Paulo/SP;-23.5924069;-46.6668335
lopes;REO191654;"2023-10-23 14:20:16.650657";15000000;335;3.0;5.0;4.0;Avenida Juriti - Moema - São Paulo/SP;-23.5999905;-46.6642658
lopes;REO797684;"2023-10-23 14:20:30.063572";15000000;385;4.0;5.0;5.0;Rua Domingos Fernandes - Vila Nova Conceição - São Paulo/SP;-23.5922578;-46.6689613
lopes;REO94660;"2023-10-23 14:20:43.555221";16999000;462;4.0;6.0;7.0;Rua Camargo Cabral - Itaim Bibi - São Paulo/SP;-23.5841978;-46.6866383
lopes;REO741844;"2023-10-23 14:20:57.045385";18000000;469;5.0;8.0;6.0;Rua Canário - Moema - São Paulo/SP;-23.6016952;-46.6673462
lopes;REO821992;"2023-10-23 14:21:18.653450";26500000;653;4.0;7.0;6.0;Rua Inhambú - Moema - São Paulo/SP;-23.6025538;-46.6696475
lopes;REO826878;"2023-10-23 14:21:33.720749";15500000;350;4.0;4.0;4.0;Rua Tabapuã - Itaim Bibi - São Paulo/SP;-23.5839215;-46.6787355
lopes;REO263610;"2023-10-23 14:21:46.467614";20000000;531;5.0;7.0;7.0;Avenida Divino Salvador - Moema - São Paulo/SP;-23.6067568;-46.6575805
lopes;REO772962;"2023-10-23 14:22:01.189550";15000000;322;3.0;6.0;5.0;Rua Elvira Ferraz - Vila Olímpia - São Paulo/SP;-23.5945242;-46.680202
lopes;REO688861;"2023-10-23 14:22:15.661081";35000000;990;6.0;9.0;6.0;Rua Leopoldo Couto De Magalhães Júnior - Itaim Bibi - São Paulo/SP;-23.5882415;-46.680574
lopes;REO605003;"2023-10-23 14:22:30.051406";24000000;15692;;;;Rodovia Rodovia Raposo Tavares - Butantã - São Paulo/SP;-23.5757292;-46.7177973
lopes;REO730427;"2023-10-23 14:22:44.051464";21500000;580;4.0;6.0;6.0;Rua Do Livramento - Ibirapuera - São Paulo/SP;-23.5795335;-46.652537
lopes;REO246985;"2023-10-23 14:23:00.497824";17000000;350;3.0;5.0;5.0;Rua Doutor Melo Alves - Jardim América - São Paulo/SP;-23.5629864;-46.6725624
lopes;REO760317;"2023-10-23 14:23:14.557648";17280000;288;4.0;4.0;4.0;Rua Pedroso Alvarenga - Itaim Bibi - São Paulo/SP;-23.5817588;-46.6782307
lopes;REO335477;"2023-10-23 14:23:32.615584";17000000;307;4.0;6.0;5.0;Rua Afonso Braz - Vila Nova Conceição - São Paulo/SP;-23.595506;-46.6684607
lopes;REO142953;"2023-10-23 14:23:50.451119";37500000;584;5.0;7.0;6.0;Rua Frederic Chopin - Jardim Europa - São Paulo/SP;-23.5838842;-46.6881954
lopes;REO780571;"2023-10-23 14:24:23.019234";16000000;385;4.0;6.0;6.0;Rua Ministro Gabriel De Rezende Passos - Moema - São Paulo/SP;-23.5997152;-46.662903
lopes;REO837146;"2023-10-23 14:24:36.547382";38600000;800;4.0;6.0;4.0;Rua Escobar Ortiz - Vila Nova Conceição - São Paulo/SP;-23.5924069;-46.6668335
lopes;REO335477;"2023-10-23 14:24:50.292906";17000000;307;4.0;6.0;5.0;Rua Afonso Braz - Vila Nova Conceição - São Paulo/SP;-23.595506;-46.6684607
lopes;REO760317;"2023-10-23 14:25:02.737219";17280000;288;4.0;4.0;4.0;Rua Pedroso Alvarenga - Itaim Bibi - São Paulo/SP;-23.5817588;-46.6782307
lopes;REO756827;"2023-10-23 14:25:18.333057";39225000;711;5.0;1.0;5.0;Rua Bueno Brandão - Vila Nova Conceição - São Paulo/SP;-23.5908106;-46.670515
lopes;REO804239;"2023-10-23 14:25:33.345373";22470000;750;4.0;7.0;4.0;Rua José Maria Lisboa - Jardim América - São Paulo/SP;-23.563669;-46.6632292
lopes;REO756838;"2023-10-23 14:25:49.382029";27788000;500;5.0;1.0;5.0;Rua Bueno Brandão - Vila Nova Conceição - São Paulo/SP;-23.5908106;-46.670515
lopes;REO756832;"2023-10-23 14:26:03.104701";27480000;500;5.0;1.0;5.0;Rua Bueno Brandão - Vila Nova Conceição - São Paulo/SP;-23.5908106;-46.670515
lopes;REO757991;"2023-10-23 14:26:21.315038";34880000;500;5.0;2.0;5.0;Rua Bueno Brandão - Vila Nova Conceição - São Paulo/SP;-23.5908106;-46.670515
lopes;REO847218;"2023-10-23 14:28:03.510085";17900000;556;4.0;6.0;7.0;Rua Leopoldo Couto De Magalhães Júnior - Itaim Bibi - São Paulo/SP;-23.5882415;-46.680574
lopes;REO832665;"2023-10-23 14:28:18.339470";26500000;500;4.0;6.0;6.0;Rua Curitiba - Paraíso - São Paulo/SP;-23.5812737;-46.6541037
lopes;REO62568;"2023-10-23 14:28:31.826487";20600000;565;4.0;6.0;9.0;Rua Jacques Félix - Vila Nova Conceição - São Paulo/SP;-23.5917212;-46.6713047
lopes;REO344529;"2023-10-23 14:28:50.970518";31800000;528;4.0;3.0;8.0;Rua Inhambú - Vila Nova Conceição - São Paulo/SP;-23.5975462;-46.665124
lopes;REO14915;"2023-10-23 14:29:06.393451";16000000;827;6.0;8.0;6.0;Rua Joaquim Cândido De Azevedo Marques - Real Parque - São Paulo/SP;-23.6089457;-46.7105884
lopes;REO577794;"2023-10-23 14:29:20.580994";32000000;14490;;;400.0;Rua Da Consolação - Bela Vista - São Paulo/SP;-23.5493292;-46.6526864
lopes;REO7638;"2023-10-23 14:29:35.311256";25000000;3041;;10.0;50.0;Avenida Condessa Elisabeth De Robiano - Tatuapé - São Paulo/SP;-23.5270265;-46.5728461
lopes;REO74259;"2023-10-23 14:29:51.037949";30000000;1152;;;;Rua Doutor Cândido Espinheira - Perdizes - São Paulo/SP;-23.5328946;-46.6645134
lopes;REO102097;"2023-10-23 14:30:05.572758";48336000;4560;;;;Rua Tome Portes - Brooklin - São Paulo/SP;-23.6350282;-46.677008
lopes;REO113150;"2023-10-23 14:30:20.126370";34000000;501;5.0;5.0;6.0;Rua Seridó - Jardim Europa - São Paulo/SP;-23.5829305;-46.6898405
lopes;REO594993;"2023-10-23 14:30:34.895434";45000000;4800;;70.0;64.0;Avenida Sargento Lourival Alves De Souza - Jardim Marajoara - São Paulo/SP;-23.6618573;-46.6891949
lopes;REO566269;"2023-10-23 14:30:47.028672";19500000;423;4.0;8.0;6.0;Rua Campo Verde - Jardim Europa - São Paulo/SP;-23.5757876;-46.6912929
lopes;REO878998;"2023-10-23 14:30:59.784758";25596360;2844;;19.0;28.0;Avenida Maria Coelho Aguiar - Campo Limpo - São Paulo/SP;-23.6508838;-46.7336464
lopes;REO16497;"2023-10-23 14:31:14.597618";15000000;730;4.0;7.0;8.0;Rua Antônio De Gouveia Giudice - Alto De Pinheiros - São Paulo/SP;-23.5504417;-46.7109143
lopes;REO302014;"2023-10-23 14:31:45.662538";15000000;1100;4.0;6.0;6.0;Rua Visconde De Porto Seguro - Chácara Flora - São Paulo/SP;-23.6424647;-46.6854624
lopes;REO306514;"2023-10-23 14:31:58.773716";16000000;568;4.0;6.0;5.0;Rua Do Livramento - Ibirapuera - São Paulo/SP;-23.5795335;-46.652537
lopes;REO97356;"2023-10-23 14:32:14.654159";30000000;731;4.0;7.0;7.0;Rua Áustria - Jardim Europa - São Paulo/SP;-23.5737733;-46.6799195
lopes;REO878998;"2023-10-23 14:32:28.084422";25596360;2844;;19.0;28.0;Avenida Maria Coelho Aguiar - Campo Limpo - São Paulo/SP;-23.6508838;-46.7336464
lopes;REO772139;"2023-10-23 14:32:43.710355";15200000;322;3.0;6.0;5.0;Rua Elvira Ferraz - Vila Olímpia - São Paulo/SP;-23.5945242;-46.680202
lopes;REO16497;"2023-10-23 14:32:57.361646";15000000;730;4.0;7.0;8.0;Rua Antônio De Gouveia Giudice - Alto De Pinheiros - São Paulo/SP;-23.5504417;-46.7109143
lopes;REO743580;"2023-10-23 14:33:13.570194";20000000;494;3.0;5.0;7.0;Rua Leopoldo Couto De Magalhães Júnior - Itaim Bibi - São Paulo/SP;-23.5882415;-46.680574
lopes;REO248162;"2023-10-23 14:33:41.314885";37500000;570;4.0;3.0;6.0;Rua Leopoldo Couto De Magalhães Júnior - Itaim Bibi - São Paulo/SP;-23.5882415;-46.680574
lopes;REO884898;"2023-10-23 14:33:55.941224";25000000;1600;6.0;10.0;10.0;Rua Visconde De Porto Seguro - Chácara Flora - São Paulo/SP;-23.6424647;-46.6854624
lopes;REO710251;"2023-10-23 14:34:10.090736";15000000;760;;7.0;10.0;Rua Campos Bicudo - Jardim Europa - São Paulo/SP;-23.5811017;-46.6824191
